AGREEMENT_RK,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
64454610,44,1,0,0,1,1,9500.0,1,1,0
61447866,36,1,0,0,1,1,12600.0,3,3,0
67321427,56,1,1,1,2,0,9000.0,2,2,0
73838854,35,1,0,1,1,1,8000.0,2,2,0
74465757,37,1,0,1,1,1,15000.0,2,2,0
65286581,50,1,0,1,0,0,18000.0,1,1,0
74483248,41,1,0,1,1,1,13500.0,3,3,0
62176681,30,1,0,0,3,3,18000.0,1,1,0
75027675,31,1,0,0,0,0,20000.0,1,1,0
60056885,32,1,0,1,1,1,11000.0,1,1,0
67424673,40,1,0,1,1,1,13000.0,1,1,1
63988372,27,1,0,1,0,0,25000.0,2,2,0
74961049,37,1,0,1,1,1,20000.0,3,3,0
63585339,43,1,0,1,0,0,6000.0,1,1,0
61367686,37,1,0,0,2,1,15000.0,1,1,0
60383011,26,1,0,1,0,0,10000.0,1,1,0
67233128,44,1,0,1,2,2,10000.0,1,1,1
67149101,50,1,0,1,0,0,15000.0,2,2,0
74033231,51,1,0,1,0,0,6000.0,1,1,0
67446186,32,1,0,1,1,1,25000.0,1,1,0
61446644,57,0,1,1,2,0,4000.0,2,2,0
62985608,44,1,0,0,5,2,9000.0,1,1,0
62499779,38,1,0,1,2,2,9000.0,2,2,0
74021439,50,1,0,1,0,0,4000.0,1,1,0
60104564,42,1,0,1,2,1,8000.0,1,1,0
66752489,33,1,0,0,1,1,19000.0,3,3,0
65211520,31,1,0,1,1,0,12000.0,1,1,0
64376695,25,1,0,0,1,1,8000.0,1,1,0
72274093,48,1,1,1,1,0,20000.0,2,2,0
61970017,30,1,0,0,2,2,14000.0,1,1,0
66715573,32,1,0,1,2,2,5000.0,2,2,0
64338488,38,1,0,0,2,2,40000.0,1,1,0
64894915,31,1,0,1,2,2,5500.0,1,1,0
62988956,60,0,1,1,0,1,8000.0,1,1,0
74034480,49,1,0,1,0,0,4500.0,1,1,1
60531745,60,0,1,1,0,0,5000.0,1,1,0
0,57,1,0,1,2,0,0.0,0,0,0
60447502,55,1,0,1,1,0,5000.0,1,1,0
61072083,40,1,0,1,1,0,9000.0,1,1,0
67545801,33,1,0,0,1,1,7000.0,1,1,0
64556454,36,1,0,0,3,3,15000.0,1,1,0
61106617,27,1,0,0,0,0,17000.0,1,1,0
74824957,50,1,0,1,2,0,14000.0,1,1,0
62946965,35,1,0,1,1,1,5500.0,1,1,0
72298809,49,1,0,1,2,0,13000.0,1,1,0
74477981,52,1,0,1,2,1,15000.0,2,2,0
65387556,48,1,0,0,1,0,9000.0,1,1,0
66662143,44,1,0,0,2,2,15000.0,3,3,0
65496824,25,1,0,1,1,1,7000.0,1,1,0
62437105,40,1,0,0,1,1,16000.0,1,1,0
62604005,44,1,0,1,2,0,15000.0,1,1,0
61957033,40,1,0,1,2,0,5600.0,1,1,0
74039832,63,0,1,1,2,0,5000.0,1,1,0
63985912,24,1,0,1,1,1,25000.0,1,1,1
74645580,28,1,0,1,1,1,8500.0,3,3,0
67070340,42,1,0,0,2,1,25000.0,2,2,0
60400333,53,1,0,1,2,0,30000.0,1,1,1
61962213,52,1,0,1,1,0,13000.0,1,1,0
59939381,53,0,1,1,3,0,5000.0,1,1,0
61445636,25,1,0,0,0,0,16000.0,1,1,0
62935978,36,1,0,0,2,2,40000.0,1,1,0
61371938,30,1,0,0,0,0,25000.0,1,1,0
75216682,31,1,0,0,1,1,25000.0,3,3,0
63315064,56,0,1,1,2,0,7500.0,1,1,0
74031709,36,1,0,1,2,2,4500.0,1,1,0
0,51,1,0,1,1,1,0.0,0,0,0
66705727,25,1,0,1,0,0,15000.0,1,1,0
74168693,38,1,0,1,2,2,4300.0,1,1,0
62093140,28,1,0,1,0,0,21000.0,1,1,0
61305566,41,1,0,1,1,1,21000.0,1,1,0
73850587,39,1,0,1,1,1,15000.0,1,1,0
64003201,38,0,1,1,2,2,8000.0,1,1,0
0,40,1,0,1,1,1,0.0,0,0,0
65250690,41,1,0,0,2,2,15000.0,1,1,0
74028707,46,1,0,1,2,0,7000.0,1,1,0
66886901,40,1,0,0,2,2,12000.0,1,1,0
62376987,56,0,1,1,2,0,4300.0,1,1,0
0,45,1,0,1,2,1,0.0,0,0,0
74466434,26,1,0,1,1,1,15000.0,2,2,0
73826946,30,1,0,1,2,2,11000.0,1,1,0
67424625,43,1,0,1,0,0,10000.0,2,2,0
63905672,51,1,0,1,3,0,20000.0,1,1,0
63599992,53,1,0,0,4,1,10000.0,1,1,0
60087666,56,0,1,1,1,1,5000.0,1,1,0
63902387,46,1,0,1,0,0,5000.0,1,1,0
67084702,32,1,0,0,1,1,19500.0,4,4,0
66409624,43,1,0,1,2,1,12000.0,3,3,0
67072807,34,1,0,0,2,2,25000.0,2,2,0
60053317,35,1,0,1,1,1,30000.0,2,2,0
62777473,50,1,0,0,2,0,6500.0,1,1,1
62495073,46,1,0,1,0,0,10000.0,1,1,0
61310264,45,1,0,1,1,1,25000.0,1,1,0
61022855,56,1,0,1,1,0,6000.0,1,1,0
66928278,27,1,0,0,1,1,16000.0,2,2,0
61105334,22,1,0,1,0,0,7000.0,1,1,1
67214931,24,1,0,1,1,1,8000.0,2,2,0
67427456,59,0,1,1,0,0,10600.0,1,1,0
66771654,38,1,0,1,3,3,8350.0,2,2,0
61464427,34,1,0,1,1,1,28000.0,2,2,0
62792833,31,1,0,0,2,0,14800.0,1,1,1
66531890,27,1,0,0,0,0,13500.0,4,4,0
62487175,48,1,0,1,1,0,10000.0,1,1,0
61840730,32,1,0,0,0,0,25000.0,1,1,0
67174899,28,1,0,0,0,0,15000.0,2,2,0
75032887,28,1,0,1,1,1,18000.0,1,1,0
61367966,22,1,0,1,0,0,6500.0,1,1,0
61163995,59,0,1,1,0,0,8200.0,1,1,0
67535846,39,1,0,1,0,0,10000.0,1,1,0
74664348,23,1,0,0,1,1,13000.0,1,1,0
0,27,1,0,0,0,0,0.0,0,0,0
66852723,32,1,0,1,1,1,4500.0,2,2,0
64907435,27,1,0,0,0,0,9000.0,1,1,0
59961674,53,1,0,0,0,0,15000.0,1,1,0
67157813,35,1,0,1,2,2,11000.0,3,3,0
61074448,25,1,0,0,1,1,28000.0,1,1,0
63089278,56,1,0,0,1,0,30000.0,1,1,0
66898522,57,1,0,0,2,0,10000.0,3,3,0
61101915,25,1,0,0,1,1,10000.0,1,1,0
64335122,40,1,0,1,1,1,35000.0,1,1,0
74032939,28,1,0,1,1,1,5000.0,2,2,0
61055547,36,1,0,1,1,1,8000.0,1,1,0
67147341,34,1,0,1,2,2,9000.0,1,1,0
0,44,1,0,1,2,0,0.0,0,0,0
61309788,63,0,1,0,1,0,3700.0,1,1,0
66325303,28,1,0,0,2,2,17000.0,3,3,0
67412331,23,1,0,0,0,0,30000.0,1,1,0
63907480,54,1,0,0,3,0,19500.0,1,1,0
61966750,54,1,0,1,2,0,35000.0,1,1,1
74023158,46,1,0,1,2,1,6000.0,1,1,0
62017527,35,1,0,1,0,0,15000.0,1,1,0
61069838,37,1,0,0,0,0,30000.0,1,1,0
65240193,50,1,0,1,2,0,8000.0,1,1,0
65501983,26,1,0,1,1,1,13000.0,1,1,0
74166587,48,1,0,1,2,0,5000.0,2,2,0
72274676,65,0,1,1,0,0,6000.0,1,1,0
62610080,42,1,0,1,1,1,10000.0,1,1,0
63907043,23,1,0,0,0,0,20000.0,1,1,0
62440198,42,1,0,0,0,0,12000.0,1,1,0
67012719,33,1,0,1,1,0,8000.0,1,1,1
62601367,58,0,1,1,3,1,4000.0,1,1,0
66920121,27,1,0,1,1,1,20000.0,1,1,0
62093170,36,1,0,1,1,1,15000.0,1,1,0
63626201,40,1,0,0,3,3,13000.0,1,1,0
59932632,62,1,1,1,0,0,15000.0,2,2,0
62386690,29,1,0,1,2,2,10000.0,1,1,0
66774917,24,1,0,1,0,0,7000.0,1,1,1
67425937,45,1,0,1,2,1,10000.0,3,3,0
59975912,25,1,0,0,0,0,21000.0,1,1,0
0,34,1,0,0,2,2,0.0,0,0,0
73845508,55,1,0,1,0,0,15000.0,1,1,0
63592633,36,1,0,1,2,2,7000.0,1,1,0
0,41,1,0,1,2,1,0.0,0,0,0
61130225,60,0,1,0,1,0,6000.0,1,1,0
67529252,28,1,0,1,0,0,15000.0,1,1,0
67411271,65,0,1,1,2,0,8000.0,1,1,0
64564985,38,1,0,0,2,2,10000.0,1,1,0
74661910,51,1,0,1,3,0,10000.0,1,1,1
61924692,24,1,0,0,2,3,7000.0,2,2,1
62502495,33,1,0,0,1,1,40000.0,1,1,0
65202335,52,1,0,1,2,0,9000.0,1,1,0
60096454,54,1,0,1,2,0,6200.0,1,1,0
60377639,42,1,0,0,2,2,4500.0,1,1,0
0,31,1,0,0,1,1,0.0,0,0,0
67547912,44,1,0,1,2,0,12000.0,1,1,1
62239875,22,1,0,0,1,1,20000.0,2,2,0
62945925,29,1,0,1,0,0,20000.0,2,2,0
61150831,36,1,0,0,1,1,30000.0,1,1,0
66197372,23,1,0,1,1,1,4500.0,1,1,1
60086281,40,1,0,1,1,1,15000.0,1,1,0
64375352,39,1,0,0,1,1,25000.0,1,1,0
60091842,33,1,0,0,1,1,15000.0,1,1,0
60046341,45,1,0,0,1,1,4500.0,1,1,0
61105964,30,1,0,0,2,0,35000.0,1,1,1
62390370,31,1,0,1,1,1,25000.0,1,1,0
75020842,48,1,0,1,1,1,24000.0,1,1,1
74028160,22,1,0,1,1,1,4300.0,1,1,0
61168286,63,1,1,0,0,0,12000.0,1,1,0
60044649,64,0,1,1,0,0,5500.0,1,1,0
74960003,25,1,0,0,2,0,16000.0,2,2,0
72299368,27,1,0,1,2,2,8000.0,1,1,0
62490945,45,1,0,0,0,0,35000.0,1,1,0
0,22,1,0,0,0,0,0.0,0,0,0
61128748,34,1,0,1,0,0,15000.0,1,1,0
62364282,37,1,0,1,2,0,10000.0,1,1,1
75287450,58,0,1,0,2,0,15500.0,1,1,0
66904019,23,1,0,0,0,0,25000.0,2,2,1
67160955,61,0,1,1,1,0,7500.0,1,1,0
62507042,33,1,0,1,2,2,10000.0,1,1,0
65422189,25,1,0,1,0,0,10000.0,1,1,0
62024123,47,1,0,1,2,0,9000.0,1,1,0
73829037,47,1,0,0,0,0,10000.0,1,1,0
61969845,27,1,0,1,1,1,5000.0,1,1,0
73827857,46,1,0,1,0,0,10000.0,1,1,0
66743229,25,1,0,1,1,1,11000.0,1,1,0
61353415,42,1,0,1,1,1,5000.0,1,1,1
61384171,29,1,0,1,2,2,11000.0,1,1,0
60388263,43,1,0,1,2,1,15000.0,1,1,0
62443292,58,1,0,0,2,0,15600.0,1,1,0
62089705,48,1,0,1,0,0,5700.0,1,1,0
63087001,31,1,0,1,1,1,10000.0,1,1,0
64884945,44,1,0,1,2,1,10000.0,1,1,0
72277549,57,1,1,1,0,0,12000.0,1,1,0
0,36,1,0,1,1,1,0.0,0,0,0
62037186,47,1,0,1,1,1,35000.0,1,1,0
74551094,40,1,0,1,2,2,5000.0,3,3,0
61107215,41,1,0,1,0,0,14000.0,1,1,0
73842162,59,1,0,0,3,1,8000.0,1,1,0
62610382,34,1,0,1,1,1,6000.0,1,1,0
73825102,53,1,0,0,2,0,9000.0,1,1,0
67529860,27,1,0,0,1,1,35000.0,2,2,0
61531773,63,1,1,0,2,0,9400.0,1,1,0
61108065,33,1,0,1,2,0,21000.0,1,1,0
74661322,57,0,1,0,0,0,6600.0,2,2,0
61836857,39,1,0,1,0,0,16000.0,1,1,1
63919280,34,1,0,1,0,0,10000.0,1,1,0
67150909,27,1,0,1,1,1,10000.0,2,2,0
64439907,31,1,0,0,1,1,15000.0,1,1,0
66674156,39,1,0,1,0,0,13000.0,3,3,0
66196925,32,1,0,1,1,1,4500.0,1,1,0
74483745,26,1,0,1,0,0,13000.0,2,2,0
66886885,33,1,0,1,2,2,6000.0,2,2,0
67275087,55,1,1,1,0,0,9000.0,1,1,0
66908624,27,1,0,1,0,0,7000.0,1,1,0
66892141,43,1,0,0,2,2,17000.0,1,1,0
60385243,58,1,1,1,0,0,9000.0,1,1,0
62143843,55,1,0,1,2,0,10000.0,1,1,0
65422280,25,1,0,1,0,0,13000.0,1,1,0
63918210,27,1,0,0,1,1,40000.0,1,1,0
62258591,38,1,0,1,1,0,7000.0,1,1,0
67160849,52,1,0,0,0,0,15000.0,1,1,0
61515252,50,1,0,0,0,1,30000.0,1,1,0
59975969,55,1,0,1,1,0,13000.0,1,1,0
61532609,50,1,0,0,1,1,15000.0,1,1,0
61924794,28,1,0,0,0,0,10000.0,2,2,0
66695967,35,1,0,1,2,2,15000.0,6,6,0
74959562,45,1,0,0,0,0,24000.0,2,2,0
66777692,51,1,0,1,3,0,7400.0,2,2,0
63994160,35,1,0,0,2,2,15000.0,1,1,0
67221252,36,1,0,0,1,1,18000.0,2,2,0
75034835,24,1,0,0,0,0,16000.0,1,1,0
60467663,60,0,1,1,0,0,4000.0,1,1,0
65201155,47,1,0,1,2,0,11000.0,1,1,0
66918623,40,1,0,1,1,1,10000.0,2,2,0
59973194,53,1,0,1,2,0,10500.0,1,1,0
59918705,27,1,0,1,0,0,5300.0,1,1,0
66769398,31,1,0,1,1,1,15000.0,3,3,0
61840842,44,1,0,1,2,2,7000.0,1,1,0
66779783,27,1,0,1,1,1,12600.0,1,1,0
63588808,60,0,1,0,3,0,5200.0,1,1,0
75027430,50,1,0,1,2,0,14000.0,1,1,0
62604196,64,1,1,1,0,0,17000.0,1,1,0
61099632,55,1,0,1,3,0,12000.0,1,1,0
67215800,57,1,0,1,0,0,10000.0,2,2,0
60467816,59,1,0,1,1,0,15000.0,1,1,0
63101884,37,1,0,0,1,0,20000.0,1,1,0
62089075,32,1,0,0,0,0,7000.0,2,2,0
63330742,56,0,1,1,0,0,12000.0,1,1,0
61060652,48,1,0,1,1,0,30000.0,1,1,0
67277076,44,1,0,0,1,1,25000.0,1,1,0
62592705,39,1,0,1,0,0,21000.0,1,1,1
60399995,53,1,0,1,2,0,6000.0,1,1,0
74819783,45,1,0,0,2,1,20000.0,1,1,0
62088246,60,0,1,1,0,0,5200.0,1,1,0
74020072,37,1,0,1,2,2,7000.0,1,1,1
74009424,57,0,1,1,0,0,7000.0,1,1,0
61159336,42,1,0,1,0,0,8000.0,1,1,0
75001058,37,1,0,1,1,1,15000.0,2,2,0
60099301,22,1,0,1,0,0,10000.0,1,1,1
61121145,48,1,0,0,1,1,9000.0,1,1,1
62089261,60,1,1,1,2,0,15000.0,1,1,0
62075882,46,1,0,1,1,1,5000.0,1,1,0
61529947,23,1,0,0,0,0,15000.0,1,1,0
74549265,61,1,1,0,2,0,17000.0,2,2,0
74557672,62,0,1,0,2,0,11000.0,2,2,0
62128507,47,1,0,0,2,0,35000.0,1,1,0
61359761,32,1,0,1,0,0,17000.0,1,1,0
66773474,40,1,0,1,2,2,8000.0,2,2,1
66752866,25,1,0,0,0,0,16000.0,1,1,0
62443546,66,0,1,1,0,0,15000.0,1,1,0
67550176,56,1,1,1,2,1,14000.0,1,1,0
66915624,47,1,0,1,1,0,7500.0,2,2,0
62090718,59,1,0,0,0,0,15000.0,1,1,0
75031534,31,1,0,1,1,1,15000.0,2,2,0
64358212,28,1,0,1,2,2,15000.0,1,1,1
62391287,37,1,0,0,2,2,15000.0,1,1,0
61298457,24,1,0,1,0,0,10000.0,1,1,0
75276688,22,1,0,1,1,1,21000.0,1,1,0
62022008,47,1,0,1,2,1,8000.0,1,1,0
74549963,31,1,0,0,2,2,10000.0,2,2,0
65254653,50,1,0,1,2,0,7000.0,2,2,0
61372040,39,1,0,1,0,0,15000.0,1,1,1
61148181,33,1,0,1,0,0,11000.0,1,1,0
66977277,62,0,1,1,1,0,10000.0,1,1,0
67230468,27,1,0,0,0,0,30000.0,2,2,0
61132135,32,1,0,1,1,1,8000.0,1,1,0
63808545,26,1,0,0,1,1,15000.0,3,3,1
66665679,26,1,0,1,0,0,15000.0,2,2,1
65239259,51,1,0,1,0,0,8000.0,1,1,0
67213099,55,1,0,1,0,0,10000.0,1,1,0
61356990,30,1,0,0,2,3,12000.0,2,2,1
62031639,31,1,0,0,2,2,20000.0,2,2,0
59974968,59,0,1,1,4,0,8000.0,1,1,0
0,35,1,0,0,1,1,0.0,0,0,0
75075397,46,1,0,0,2,0,20000.0,2,2,0
66198822,25,1,0,1,0,0,10000.0,1,1,0
0,47,1,1,1,1,0,0.0,0,0,0
75020336,60,1,0,1,3,0,22000.0,2,2,0
62037799,31,1,0,1,1,1,10000.0,1,1,0
62605077,49,1,0,1,2,0,80000.0,1,1,0
64903846,30,1,0,1,1,1,7000.0,1,1,0
67149554,35,1,0,1,1,1,25000.0,1,1,1
63010586,34,1,0,0,1,1,15000.0,1,1,0
62379169,35,1,0,0,0,0,10000.0,1,1,0
64003340,52,1,0,1,2,0,9000.0,1,1,0
0,57,1,0,0,1,1,0.0,0,0,0
62078388,30,1,0,1,1,1,30000.0,1,1,0
66524818,58,1,1,1,1,0,11000.0,3,3,0
60108353,34,1,0,0,0,0,7500.0,1,1,0
62244177,38,1,0,0,1,2,25000.0,1,1,1
61237896,30,1,0,0,1,1,15000.0,1,1,0
67023013,47,1,0,1,2,0,9000.0,2,2,0
64421411,29,1,0,0,1,1,9000.0,1,1,0
65007064,33,1,0,0,1,1,24000.0,1,1,0
65482646,24,1,0,1,0,0,10000.0,1,1,0
75268440,45,1,0,1,1,0,7000.0,1,1,0
59973106,29,1,0,1,0,0,15000.0,1,1,0
62781541,24,1,0,0,0,0,20000.0,1,1,0
61421342,31,1,0,1,2,2,9000.0,1,1,0
72272905,25,1,0,1,1,1,10000.0,1,1,0
59914938,27,1,0,0,1,1,15000.0,1,1,0
67528929,51,1,1,1,1,0,12000.0,1,1,0
66913570,28,1,0,0,1,0,10000.0,1,1,0
74023108,26,1,0,1,0,0,7000.0,1,1,0
62603825,25,1,0,0,0,0,25000.0,1,1,0
67091129,24,1,0,1,0,0,13000.0,1,1,0
74528315,24,1,0,0,0,0,12000.0,2,2,0
66082647,45,0,1,0,1,1,5000.0,1,1,0
73838744,55,1,0,1,2,0,9000.0,1,1,0
67540000,58,0,1,1,2,0,9000.0,1,1,0
66837312,54,1,0,1,1,0,8000.0,2,2,0
66962591,49,1,0,0,0,0,8000.0,1,1,0
63984063,23,1,0,0,0,0,11000.0,1,1,0
61128789,55,1,0,1,1,1,11000.0,1,1,0
66853872,35,1,0,0,2,2,10000.0,2,2,0
64889308,31,1,0,1,1,1,15000.0,1,1,0
64434524,62,0,1,0,2,0,7000.0,1,1,0
75270132,44,1,0,1,0,0,8000.0,2,2,0
60049146,26,1,0,0,0,0,7000.0,1,1,0
62087901,29,1,0,0,2,2,11000.0,1,1,0
61148995,32,1,0,1,1,1,18000.0,1,1,0
64429182,45,1,0,0,1,0,12000.0,1,1,0
62085374,31,1,0,1,1,1,20000.0,1,1,1
60449959,33,1,0,0,2,2,65000.0,1,1,1
62137955,40,1,0,1,2,2,6000.0,1,1,0
0,45,1,0,1,4,1,0.0,0,0,0
67007678,26,1,0,0,0,0,14000.0,5,5,0
0,36,1,0,0,1,1,0.0,0,0,0
62235665,55,1,1,1,5,0,10000.0,1,1,1
61454914,47,1,0,1,1,0,7000.0,2,2,0
61964582,39,1,0,1,2,0,5000.0,1,1,0
62084737,48,1,0,0,2,2,12000.0,1,1,0
75287751,59,1,0,1,3,0,18000.0,1,1,0
0,49,1,0,0,1,1,0.0,0,0,0
63997131,30,1,0,0,1,1,18000.0,2,2,0
74170195,32,1,0,1,1,1,5000.0,2,2,0
74662704,27,1,0,0,0,0,30000.0,2,2,0
64556675,39,1,0,0,2,2,12000.0,1,1,0
0,32,1,0,1,0,0,0.0,0,0,0
74519027,58,0,1,1,2,0,12000.0,1,1,0
61426166,40,1,0,0,2,2,25000.0,1,1,1
62164069,58,1,0,1,0,0,8000.0,1,1,0
60053453,53,1,0,1,0,0,14000.0,1,1,0
66927986,28,1,0,1,2,0,7000.0,2,2,0
72269446,39,1,0,0,1,0,8000.0,1,1,0
66323012,30,1,0,1,2,2,8000.0,3,3,0
66741152,26,1,0,0,2,2,25000.0,3,3,0
62235944,44,1,0,1,2,0,10000.0,1,1,1
61959941,35,1,0,1,3,3,36000.0,1,1,0
62370932,26,1,0,1,2,2,9000.0,1,1,0
61104324,64,0,1,1,1,0,9500.0,1,1,0
72270774,22,1,0,1,1,1,15000.0,1,1,0
65419524,25,1,0,1,0,0,9000.0,2,2,0
73826208,33,1,0,1,1,1,5500.0,1,1,0
67430928,40,1,0,1,3,0,8500.0,1,1,1
74541599,25,1,0,1,0,0,12000.0,2,2,0
67171592,37,1,0,1,0,0,8000.0,1,1,0
64591394,29,1,0,1,0,0,20000.0,1,1,0
64347539,53,1,0,1,2,2,10000.0,1,1,0
64357786,58,0,1,1,0,0,6400.0,1,1,0
64371424,35,1,0,1,1,1,8000.0,1,1,0
75289115,34,1,0,0,2,2,8000.0,2,2,1
67009963,35,1,0,1,1,1,10000.0,2,2,0
63587601,31,1,0,0,0,0,20000.0,1,1,0
63990189,25,1,0,1,0,0,20000.0,2,2,0
64375096,22,1,0,1,0,0,8000.0,1,1,0
64349776,28,1,0,1,1,1,18000.0,1,1,0
66409970,60,1,0,0,0,0,17000.0,2,2,0
74188140,42,1,0,1,0,0,6000.0,3,3,0
74655401,52,1,0,0,2,0,11000.0,2,2,0
63586430,47,1,0,0,2,2,16000.0,1,1,0
60111408,55,1,0,0,2,0,23000.0,1,1,0
60039580,46,1,0,0,1,1,20000.0,1,1,0
59919115,48,1,0,1,2,0,11000.0,1,1,0
62076852,27,1,0,1,1,1,7000.0,1,1,0
61234763,56,1,0,1,1,0,11000.0,1,1,0
60523848,39,1,0,1,2,2,6000.0,2,2,0
66746538,34,1,0,0,0,0,8000.0,3,3,0
62430501,33,1,0,1,1,0,17600.0,1,1,0
67171084,59,1,0,1,0,0,14000.0,1,1,0
61082889,27,1,0,0,1,1,24000.0,1,1,0
59928561,27,1,0,0,2,2,12000.0,2,2,1
75277477,29,1,0,1,1,1,12000.0,1,1,0
0,39,1,0,1,1,1,0.0,0,0,0
62177496,55,1,0,1,1,1,8000.0,1,1,0
63318219,31,1,0,1,1,1,8000.0,1,1,0
74038968,56,0,1,1,3,0,7000.0,1,1,0
62616583,27,1,0,0,0,0,10000.0,1,1,0
64471481,43,1,0,1,2,1,8000.0,1,1,0
72276655,56,1,1,0,0,0,13000.0,3,3,0
62986537,44,1,0,0,2,0,10000.0,1,1,0
64829112,53,1,0,1,2,0,4600.0,1,1,0
66668640,61,1,0,0,2,0,14000.0,2,2,0
72268328,46,1,0,0,2,1,20000.0,1,1,0
74641699,40,1,0,0,1,1,25000.0,1,1,0
0,40,1,0,0,1,0,0.0,0,0,0
74954438,23,1,0,1,0,0,12000.0,3,3,0
61033748,22,1,0,0,0,0,25000.0,1,1,0
75278040,23,1,0,1,0,0,10000.0,1,1,1
66921841,49,1,0,0,2,0,7500.0,1,1,0
64339719,47,1,0,1,0,0,30000.0,1,1,0
66666867,42,1,0,1,2,2,7000.0,2,2,0
60193263,49,0,1,1,0,0,6000.0,1,1,0
67068382,38,1,0,1,1,1,10000.0,2,2,0
67316036,27,1,0,1,1,1,15000.0,2,2,1
0,49,1,0,1,2,0,0.0,0,0,0
61061578,52,1,0,1,0,0,6000.0,1,1,0
67420225,40,1,0,1,2,1,18000.0,1,1,0
64569114,35,1,0,1,3,3,7000.0,1,1,0
61373887,62,0,1,1,2,0,8000.0,1,1,0
62186610,56,0,1,1,0,0,6200.0,1,1,0
61255032,34,1,0,0,3,3,10200.0,1,1,0
66522320,26,1,0,1,1,1,12000.0,2,2,0
74653217,33,1,0,1,1,1,15000.0,2,2,0
61114792,58,0,1,1,1,0,10000.0,1,1,0
66412017,44,1,0,1,1,1,15000.0,2,2,0
64453381,30,1,0,1,1,0,15000.0,1,1,0
61873622,30,1,0,1,1,1,9000.0,1,1,0
62610609,42,1,0,1,1,0,40000.0,1,1,0
62020672,30,1,0,0,1,1,20000.0,1,1,0
64591432,39,1,0,0,1,1,13000.0,1,1,0
61121166,57,1,1,1,2,0,8000.0,1,1,0
67160790,50,1,0,1,0,0,12500.0,2,2,0
74830419,36,1,0,0,2,2,15000.0,1,1,1
61920438,48,1,0,0,2,0,30000.0,1,1,0
73833445,50,1,0,0,7,7,24000.0,1,1,0
74990944,61,1,1,1,1,0,12000.0,2,2,0
66908488,46,1,0,0,2,1,30000.0,1,1,1
61099856,51,1,0,1,0,0,15000.0,1,1,0
74551633,31,1,0,1,1,1,6500.0,3,3,0
73848577,59,1,1,1,0,0,15000.0,1,1,0
61108908,22,1,0,0,0,0,15000.0,1,1,0
63328585,39,1,0,1,0,0,9000.0,1,1,0
63636663,27,1,0,1,1,1,10000.0,2,2,0
62032022,31,1,0,1,0,0,20000.0,1,1,0
62016631,43,1,0,0,1,1,16000.0,1,1,1
60525538,38,1,0,0,3,3,19000.0,1,1,0
66590602,38,1,0,1,1,1,22000.0,3,3,0
64602086,44,1,0,1,1,0,13000.0,1,1,0
67016461,43,1,0,1,1,0,10000.0,1,1,0
64554003,42,1,0,0,2,0,8000.0,1,1,0
73845471,23,1,0,1,1,1,25000.0,1,1,1
63011195,22,1,0,1,2,0,15000.0,1,1,1
66960035,30,1,0,1,1,1,30000.0,1,1,1
67216437,25,1,0,0,0,0,18000.0,4,4,0
74959674,29,1,0,1,1,1,20000.0,1,1,0
66917405,30,1,0,1,1,1,8500.0,1,1,0
72289945,41,1,0,0,1,1,8000.0,1,1,0
64836847,48,1,0,1,3,1,12000.0,1,1,1
60083667,28,1,0,1,1,1,5500.0,1,1,0
0,58,1,1,1,0,0,0.0,0,0,0
67171521,34,1,0,1,1,1,10000.0,2,2,1
64362380,48,1,0,1,1,0,18000.0,2,2,0
67028085,24,1,0,1,0,0,11000.0,3,3,0
60116349,44,1,0,0,0,0,9000.0,1,1,0
74656425,31,1,0,0,0,0,10000.0,3,3,0
61832254,55,1,0,1,1,0,8000.0,1,1,0
67075301,64,1,1,1,2,0,20000.0,3,3,0
63106663,43,1,0,1,2,0,12000.0,1,1,0
61518337,60,1,0,1,0,0,20000.0,1,1,0
62594272,47,1,0,1,0,0,10000.0,1,1,0
67150998,50,1,0,1,2,1,30000.0,1,1,0
65213527,41,1,0,1,0,0,10000.0,1,1,0
60452126,44,1,0,1,3,1,15000.0,1,1,0
74987771,63,1,1,1,0,0,7000.0,4,4,0
67333604,41,1,0,1,2,2,7500.0,1,1,0
66323593,48,1,0,1,1,1,8000.0,2,2,0
74037265,60,0,1,1,0,0,5000.0,2,2,0
67074437,23,1,0,1,0,0,15000.0,2,2,0
62938029,34,1,0,0,1,1,15000.0,2,2,0
72285863,51,1,0,1,3,0,6000.0,1,1,0
61955574,29,1,0,1,1,0,9200.0,1,1,0
74540371,32,1,0,1,0,0,13000.0,1,1,0
66536517,62,1,1,0,2,0,15000.0,5,5,0
75274130,36,1,0,1,2,2,9000.0,2,2,0
0,25,1,0,0,1,2,0.0,0,0,0
64849549,34,1,0,0,0,0,8000.0,1,1,0
62165961,44,1,0,0,2,0,4000.0,1,1,0
63095916,36,0,1,1,2,2,25000.0,1,1,0
75034571,24,1,0,0,0,0,17000.0,1,1,0
64587891,26,1,0,1,0,0,7000.0,1,1,0
66765153,60,1,1,1,2,0,11000.0,3,3,0
60094218,43,1,0,1,2,1,12000.0,1,1,0
63089373,44,1,0,0,3,3,15000.0,1,1,0
61313173,39,1,0,1,2,2,5000.0,1,1,0
62018865,22,1,0,0,0,0,9000.0,1,1,0
66715324,57,1,1,1,1,0,11000.0,3,3,0
